timestamp,temperature,humidity,pressure
2026-08-01 11:45:00,28.24,52.78,1014.94
2026-08-01 12:00:00,28.01,52.66,1014.89
2026-08-01 12:15:00,28.87,49.78,1014.76
2026-08-01 12:30:00,28.57,51.2,1014.83
2026-08-01 12:45:00,29.04,50.96,1014.75
2026-08-01 13:00:00,29.38,48.57,1014.85
2026-08-01 13:15:00,29.42,48.21,1014.65
2026-08-01 13:30:00,29.73,49.73,1014.38
2026-08-01 13:45:00,29.44,49.67,1014.27
2026-08-01 14:00:00,29.37,49.86,1014.02
2026-08-01 14:15:00,29.61,49.79,1013.97
2026-08-01 14:30:00,29.65,48.61,1013.92
2026-08-01 14:45:00,29.36,48.03,1013.95
2026-08-01 15:00:00,29.4,49.85,1013.91
2026-08-01 15:15:00,29.26,48.92,1013.67
2026-08-01 15:30:00,29.18,50.78,1013.66
2026-08-01 15:45:00,28.32,52.0,1013.31
2026-08-01 16:00:00,28.37,53.06,1013.52
2026-08-01 16:15:00,28.18,53.85,1013.08
2026-08-01 16:30:00,27.48,53.18,1012.87
2026-08-01 16:45:00,27.37,54.43,1012.79
2026-08-01 17:00:00,27.56,57.25,1012.61
2026-08-01 17:15:00,27.1,56.03,1012.56
2026-08-01 17:30:00,26.74,58.61,1012.78
2026-08-01 17:45:00,26.23,58.82,1012.1
2026-08-01 18:00:00,25.31,62.89,1012.49
2026-08-01 18:15:00,25.13,63.97,1012.16
2026-08-01 18:30:00,25.0,63.35,1012.06
2026-08-01 18:45:00,23.93,66.35,1012.16
2026-08-01 19:00:00,24.14,67.01,1011.77
2026-08-01 19:15:00,23.54,69.58,1011.48
2026-08-01 19:30:00,23.2,70.73,1011.74
2026-08-01 19:45:00,22.17,71.55,1011.81
2026-08-01 20:00:00,21.58,74.26,1011.51
2026-08-01 20:15:00,21.49,75.43,1011.46
2026-08-01 20:30:00,20.88,78.76,1011.19
2026-08-01 20:45:00,20.16,78.49,1011.23
2026-08-01 21:00:00,19.81,80.13,1011.4
2026-08-01 21:15:00,19.18,84.35,1011.29
2026-08-01 21:30:00,18.75,84.68,1011.51
2026-08-01 21:45:00,18.26,85.7,1011.17
2026-08-01 22:00:00,17.86,88.65,1011.11
2026-08-01 22:15:00,17.88,89.38,1011.25
2026-08-01 22:30:00,17.01,91.67,1011.52
2026-08-01 22:45:00,16.6,92.75,1011.44
2026-08-01 23:00:00,16.85,94.47,1011.3
2026-08-01 23:15:00,16.1,94.94,1011.52
2026-08-01 23:30:00,16.3,96.57,1011.43
2026-08-01 23:45:00,15.67,95.24,1011.4
2026-08-02 00:00:00,15.97,97.9,1011.68
2026-08-02 00:15:00,15.74,98.0,1011.44
2026-08-02 00:30:00,15.05,97.21,1011.63
2026-08-02 00:45:00,15.11,98.0,1011.47
2026-08-02 01:00:00,14.85,98.0,1012.13
2026-08-02 01:15:00,14.72,98.0,1011.92
2026-08-02 01:30:00,14.67,98.0,1011.86
2026-08-02 01:45:00,15.06,98.0,1012.18
2026-08-02 02:00:00,14.99,98.0,1012.19
2026-08-02 02:15:00,14.51,98.0,1012.5
2026-08-02 02:30:00,15.24,98.0,1012.68
2026-08-02 02:45:00,14.93,98.0,1012.79
2026-08-02 03:00:00,15.14,98.0,1012.5
2026-08-02 03:15:00,15.09,98.0,1012.94
2026-08-02 03:30:00,15.13,98.0,1012.8
2026-08-02 03:45:00,15.63,98.0,1012.82
2026-08-02 04:00:00,15.84,97.32,1013.03
2026-08-02 04:15:00,15.98,94.97,1013.36
2026-08-02 04:30:00,16.35,95.58,1013.35
2026-08-02 04:45:00,17.05,92.46,1013.9
2026-08-02 05:00:00,16.89,91.4,1014.0
2026-08-02 05:15:00,17.2,92.49,1014.05
2026-08-02 05:30:00,17.51,89.33,1014.19
2026-08-02 05:45:00,17.86,89.7,1014.39
2026-08-02 06:00:00,18.77,88.26,1014.52
2026-08-02 06:15:00,19.02,86.74,1014.15
2026-08-02 06:30:00,19.63,83.19,1014.41
2026-08-02 06:45:00,19.84,83.35,1014.43
2026-08-02 07:00:00,20.46,80.87,1014.72
2026-08-02 07:15:00,21.07,78.45,1014.95
2026-08-02 07:30:00,21.65,77.96,1014.87
2026-08-02 07:45:00,21.73,74.82,1014.83
2026-08-02 08:00:00,22.17,73.45,1014.78
2026-08-02 08:15:00,22.99,73.64,1015.1
2026-08-02 08:30:00,22.95,69.79,1014.92
2026-08-02 08:45:00,24.16,69.12,1015.23
2026-08-02 09:00:00,23.97,66.85,1015.22
2026-08-02 09:15:00,24.65,64.85,1015.06
2026-08-02 09:30:00,25.35,62.93,1015.24
2026-08-02 09:45:00,25.77,61.85,1015.41
2026-08-02 10:00:00,25.91,60.98,1015.13
2026-08-02 10:15:00,26.52,58.63,1015.09
2026-08-02 10:30:00,27.17,59.54,1015.46
2026-08-02 10:45:00,27.1,55.69,1014.93
2026-08-02 11:00:00,27.94,54.42,1015.39
2026-08-02 11:15:00,27.84,55.36,1014.89
2026-08-02 11:30:00,28.33,52.93,1014.8
2026-08-02 11:45:00,28.24,54.0,1015.31
2026-08-02 12:00:00,28.64,52.54,1015.22
2026-08-02 12:15:00,28.65,51.33,1015.02
2026-08-02 12:30:00,29.12,51.57,1015.11
2026-08-02 12:45:00,29.46,49.69,1014.91
2026-08-02 13:00:00,29.15,47.61,1014.41
2026-08-02 13:15:00,29.83,48.14,1014.87
2026-08-02 13:30:00,29.96,48.29,1014.22
2026-08-02 13:45:00,29.67,47.92,1014.07
2026-08-02 14:00:00,30.03,46.85,1013.97
2026-08-02 14:15:00,29.71,46.93,1014.12
2026-08-02 14:30:00,29.38,47.48,1014.25
2026-08-02 14:45:00,29.37,49.16,1014.07
2026-08-02 15:00:00,29.62,48.98,1013.58
2026-08-02 15:15:00,29.45,48.75,1013.66
2026-08-02 15:30:00,29.15,49.17,1013.46
2026-08-02 15:45:00,29.13,50.93,1013.45
2026-08-02 16:00:00,28.64,50.36,1012.96
2026-08-02 16:15:00,28.41,53.5,1012.9
2026-08-02 16:30:00,28.05,55.04,1013.27
2026-08-02 16:45:00,27.98,55.24,1013.16
2026-08-02 17:00:00,27.67,55.33,1012.61
2026-08-02 17:15:00,26.94,55.67,1012.36
2026-08-02 17:30:00,26.98,58.17,1012.57
2026-08-02 17:45:00,26.86,61.01,1012.6
2026-08-02 18:00:00,25.73,60.52,1012.39
2026-08-02 18:15:00,26.0,61.63,1012.22
2026-08-02 18:30:00,25.14,65.09,1012.15
2026-08-02 18:45:00,25.04,67.01,1011.8
2026-08-02 19:00:00,24.34,67.52,1011.72
2026-08-02 19:15:00,23.74,70.4,1011.76
2026-08-02 19:30:00,23.06,70.84,1011.95
2026-08-02 19:45:00,22.87,73.02,1011.67
2026-08-02 20:00:00,22.55,73.29,1011.44
2026-08-02 20:15:00,22.15,74.48,1011.22
2026-08-02 20:30:00,21.02,76.36,1011.32
2026-08-02 20:45:00,20.92,78.01,1011.21
2026-08-02 21:00:00,20.71,82.16,1011.19
2026-08-02 21:15:00,19.84,82.43,1011.18
2026-08-02 21:30:00,19.36,82.76,1011.03
2026-08-02 21:45:00,18.65,84.39,1011.06
2026-08-02 22:00:00,18.81,87.0,1011.53
2026-08-02 22:15:00,17.89,88.01,1011.2
2026-08-02 22:30:00,17.89,89.18,1011.19
2026-08-02 22:45:00,17.43,91.9,1011.15
2026-08-02 23:00:00,16.85,93.08,1011.61
2026-08-02 23:15:00,16.4,94.78,1011.52
2026-08-02 23:30:00,15.98,94.68,1011.4
2026-08-02 23:45:00,16.35,95.81,1011.41
2026-08-03 00:00:00,15.89,97.03,1011.35
2026-08-03 00:15:00,15.58,98.0,1011.79
2026-08-03 00:30:00,15.97,96.57,1011.44
2026-08-03 00:45:00,15.32,98.0,1011.9
2026-08-03 01:00:00,15.39,98.0,1011.92
2026-08-03 01:15:00,15.4,98.0,1012.14
2026-08-03 01:30:00,15.2,98.0,1012.05
2026-08-03 01:45:00,15.3,98.0,1012.1
2026-08-03 02:00:00,15.03,98.0,1012.22
2026-08-03 02:15:00,15.1,98.0,1012.51
2026-08-03 02:30:00,15.33,98.0,1012.48
2026-08-03 02:45:00,15.67,98.0,1012.36
2026-08-03 03:00:00,15.36,98.0,1012.89
2026-08-03 03:15:00,15.95,98.0,1013.07
2026-08-03 03:30:00,15.89,96.49,1013.17
2026-08-03 03:45:00,16.28,97.86,1013.26
2026-08-03 04:00:00,16.56,97.7,1013.51
2026-08-03 04:15:00,16.32,96.85,1013.53
2026-08-03 04:30:00,16.94,93.08,1013.53
2026-08-03 04:45:00,17.07,94.83,1013.48
2026-08-03 05:00:00,17.36,91.49,1013.74
2026-08-03 05:15:00,17.4,90.72,1013.64
2026-08-03 05:30:00,18.12,90.33,1013.99
2026-08-03 05:45:00,18.15,88.4,1013.97
2026-08-03 06:00:00,19.33,85.33,1014.14
2026-08-03 06:15:00,19.69,85.24,1014.64
2026-08-03 06:30:00,19.69,83.12,1014.28
2026-08-03 06:45:00,20.6,82.64,1014.81
2026-08-03 07:00:00,20.93,80.42,1014.52
2026-08-03 07:15:00,21.2,79.2,1014.61
2026-08-03 07:30:00,21.71,76.38,1014.54
2026-08-03 07:45:00,22.16,74.2,1014.8
2026-08-03 08:00:00,22.72,74.1,1015.16
2026-08-03 08:15:00,23.5,70.8,1015.15
2026-08-03 08:30:00,23.38,69.55,1015.02
2026-08-03 08:45:00,24.33,67.39,1014.9
2026-08-03 09:00:00,24.78,67.66,1014.93
2026-08-03 09:15:00,25.48,64.9,1015.28
2026-08-03 09:30:00,25.18,62.4,1015.24
2026-08-03 09:45:00,25.95,63.65,1015.42
2026-08-03 10:00:00,26.19,61.44,1014.96
2026-08-03 10:15:00,26.94,59.08,1015.42
2026-08-03 10:30:00,27.11,57.45,1015.0
2026-08-03 10:45:00,27.41,57.52,1015.5
2026-08-03 11:00:00,27.69,56.12,1015.05
2026-08-03 11:15:00,28.4,54.09,1015.26
2026-08-03 11:30:00,28.27,54.27,1014.82
2026-08-03 11:45:00,28.95,52.25,1015.23
2026-08-03 12:00:00,29.27,50.2,1015.25
2026-08-03 12:15:00,29.51,51.31,1014.77
2026-08-03 12:30:00,29.3,48.9,1015.04
2026-08-03 12:45:00,29.6,48.09,1014.54
2026-08-03 13:00:00,29.79,48.29,1014.68
2026-08-03 13:15:00,29.92,48.05,1014.6
2026-08-03 13:30:00,30.29,47.8,1014.28
2026-08-03 13:45:00,30.06,47.22,1014.62
2026-08-03 14:00:00,30.42,47.15,1014.15
2026-08-03 14:15:00,30.48,48.29,1014.13
2026-08-03 14:30:00,29.88,46.85,1014.19
2026-08-03 14:45:00,29.84,48.37,1013.6
2026-08-03 15:00:00,29.9,48.35,1013.82
2026-08-03 15:15:00,29.51,48.92,1013.82
2026-08-03 15:30:00,29.74,49.12,1013.67
2026-08-03 15:45:00,29.78,49.64,1013.55
2026-08-03 16:00:00,29.33,50.25,1013.33
2026-08-03 16:15:00,29.05,53.16,1013.38
2026-08-03 16:30:00,28.36,52.89,1012.69
2026-08-03 16:45:00,28.16,55.2,1012.86
2026-08-03 17:00:00,28.31,54.85,1012.6
2026-08-03 17:15:00,27.72,56.97,1012.45
2026-08-03 17:30:00,26.89,59.17,1012.64
2026-08-03 17:45:00,26.57,60.38,1012.41
2026-08-03 18:00:00,26.74,61.76,1011.96
2026-08-03 18:15:00,26.32,61.81,1011.88
2026-08-03 18:30:00,25.76,64.42,1011.98
2026-08-03 18:45:00,25.11,66.55,1012.21
2026-08-03 19:00:00,24.71,66.97,1012.08
2026-08-03 19:15:00,24.02,70.19,1011.92
2026-08-03 19:30:00,24.0,71.62,1011.64
2026-08-03 19:45:00,23.33,72.52,1011.76
2026-08-03 20:00:00,22.62,72.47,1011.42
2026-08-03 20:15:00,22.27,75.53,1011.64
2026-08-03 20:30:00,21.41,76.64,1011.52
2026-08-03 20:45:00,21.08,78.65,1011.46
2026-08-03 21:00:00,20.92,81.45,1011.19
2026-08-03 21:15:00,20.64,80.9,1011.04
2026-08-03 21:30:00,20.16,83.23,1011.11
2026-08-03 21:45:00,19.0,85.78,1010.96
2026-08-03 22:00:00,19.03,85.73,1011.2
2026-08-03 22:15:00,18.84,89.34,1010.97
2026-08-03 22:30:00,18.19,89.75,1011.36
2026-08-03 22:45:00,17.54,90.63,1011.37
2026-08-03 23:00:00,17.43,92.49,1011.18
2026-08-03 23:15:00,16.7,92.77,1011.45
2026-08-03 23:30:00,16.99,94.96,1011.68
2026-08-03 23:45:00,16.26,94.34,1011.53
2026-08-04 00:00:00,16.98,95.35,1011.26
2026-08-04 00:15:00,16.73,96.03,1011.38
2026-08-04 00:30:00,16.52,98.0,1011.63
2026-08-04 00:45:00,15.93,97.95,1011.93
2026-08-04 01:00:00,15.64,98.0,1011.99
2026-08-04 01:15:00,16.05,98.0,1011.81
2026-08-04 01:30:00,15.86,98.0,1012.27
2026-08-04 01:45:00,15.27,98.0,1012.01
2026-08-04 02:00:00,15.99,98.0,1012.4
2026-08-04 02:15:00,15.57,98.0,1012.13
2026-08-04 02:30:00,15.48,98.0,1012.22
2026-08-04 02:45:00,15.71,98.0,1012.9
2026-08-04 03:00:00,15.62,97.14,1013.0
2026-08-04 03:15:00,15.89,97.53,1012.68
2026-08-04 03:30:00,16.08,96.11,1013.06
2026-08-04 03:45:00,16.02,97.91,1013.2
2026-08-04 04:00:00,16.82,95.27,1013.52
2026-08-04 04:15:00,16.89,96.35,1013.61
2026-08-04 04:30:00,17.47,94.67,1013.61
2026-08-04 04:45:00,17.8,94.32,1013.82
2026-08-04 05:00:00,17.45,91.36,1013.77
2026-08-04 05:15:00,17.78,90.31,1013.8
2026-08-04 05:30:00,18.14,88.46,1014.12
2026-08-04 05:45:00,18.68,88.83,1013.98
2026-08-04 06:00:00,19.32,87.17,1014.26
2026-08-04 06:15:00,20.01,83.96,1014.45
2026-08-04 06:30:00,20.05,84.53,1014.23
2026-08-04 06:45:00,20.66,81.46,1014.81
2026-08-04 07:00:00,21.38,79.86,1014.76
2026-08-04 07:15:00,21.54,79.5,1014.61
2026-08-04 07:30:00,22.2,77.3,1015.12
2026-08-04 07:45:00,22.87,74.99,1014.84
2026-08-04 08:00:00,22.84,73.66,1015.06
2026-08-04 08:15:00,23.4,71.86,1015.27
2026-08-04 08:30:00,23.97,70.46,1015.3
2026-08-04 08:45:00,24.82,68.2,1014.98
2026-08-04 09:00:00,25.36,67.22,1015.01
2026-08-04 09:15:00,25.22,65.64,1014.93
2026-08-04 09:30:00,26.25,63.49,1015.39
2026-08-04 09:45:00,26.4,61.42,1015.19
2026-08-04 10:00:00,26.93,61.81,1015.23
2026-08-04 10:15:00,27.2,58.37,1015.26
2026-08-04 10:30:00,27.39,57.4,1015.17
2026-08-04 10:45:00,28.4,55.67,1015.43
2026-08-04 11:00:00,28.25,53.91,1015.3
2026-08-04 11:15:00,28.48,53.16,1015.09
2026-08-04 11:30:00,29.04,52.82,1015.15
2026-08-04 11:45:00,28.95,50.43,1015.09
2026-08-04 12:00:00,29.91,51.1,1014.96
2026-08-04 12:15:00,30.11,50.64,1014.93
2026-08-04 12:30:00,29.81,49.71,1014.59
2026-08-04 12:45:00,29.94,49.32,1015.01
2026-08-04 13:00:00,30.46,49.55,1014.89
2026-08-04 13:15:00,30.44,47.41,1014.54
2026-08-04 13:30:00,30.17,48.97,1014.53
2026-08-04 13:45:00,30.61,48.44,1014.36
2026-08-04 14:00:00,30.42,47.57,1014.22
2026-08-04 14:15:00,30.88,48.1,1014.0
2026-08-04 14:30:00,30.33,46.98,1014.06
2026-08-04 14:45:00,30.4,46.78,1014.19
2026-08-04 15:00:00,30.12,47.91,1013.5
2026-08-04 15:15:00,29.87,48.31,1013.72
2026-08-04 15:30:00,29.81,50.26,1013.29
2026-08-04 15:45:00,29.59,51.38,1013.6
2026-08-04 16:00:00,29.43,50.3,1013.31
2026-08-04 16:15:00,29.05,52.46,1013.42
2026-08-04 16:30:00,29.24,51.84,1013.26
2026-08-04 16:45:00,28.43,54.26,1012.59
2026-08-04 17:00:00,28.65,54.57,1012.96
2026-08-04 17:15:00,28.04,56.86,1012.71
2026-08-04 17:30:00,27.95,57.29,1012.41
2026-08-04 17:45:00,27.04,60.07,1012.24
2026-08-04 18:00:00,26.81,60.38,1012.17
2026-08-04 18:15:00,26.49,61.75,1012.08
2026-08-04 18:30:00,26.17,64.61,1012.07
2026-08-04 18:45:00,25.37,65.84,1011.8
2026-08-04 19:00:00,25.13,67.52,1011.71
2026-08-04 19:15:00,24.76,67.62,1012.0
2026-08-04 19:30:00,24.37,70.34,1011.74
2026-08-04 19:45:00,23.32,72.39,1011.8
2026-08-04 20:00:00,22.74,74.36,1011.74
2026-08-04 20:15:00,22.46,74.03,1011.51
2026-08-04 20:30:00,22.03,75.52,1011.53
2026-08-04 20:45:00,21.78,77.65,1011.1
2026-08-04 21:00:00,21.1,80.0,1011.33
2026-08-04 21:15:00,20.9,80.9,1011.56
2026-08-04 21:30:00,20.29,82.66,1011.56
2026-08-04 21:45:00,19.67,84.91,1011.39
2026-08-04 22:00:00,19.29,86.75,1011.35
2026-08-04 22:15:00,18.87,88.33,1011.05
2026-08-04 22:30:00,18.48,90.72,1011.34
2026-08-04 22:45:00,18.1,89.98,1011.4
2026-08-04 23:00:00,18.1,92.33,1011.26
2026-08-04 23:15:00,17.37,93.65,1011.28
2026-08-04 23:30:00,17.15,95.15,1011.45
2026-08-04 23:45:00,16.67,94.83,1011.46
2026-08-05 00:00:00,15.37,98.0,1011.46
2026-08-05 00:15:00,14.38,98.0,1011.3
2026-08-05 00:30:00,14.4,98.0,1011.5
2026-08-05 00:45:00,14.07,98.0,1011.91
2026-08-05 01:00:00,13.91,98.0,1012.01
2026-08-05 01:15:00,13.84,98.0,1012.02
2026-08-05 01:30:00,14.14,98.0,1012.12
2026-08-05 01:45:00,14.4,98.0,1012.25
2026-08-05 02:00:00,13.73,98.0,1012.41
2026-08-05 02:15:00,14.03,98.0,1012.19
2026-08-05 02:30:00,14.07,98.0,1012.61
2026-08-05 02:45:00,14.21,98.0,1012.53
2026-08-05 03:00:00,14.64,98.0,1012.71
2026-08-05 03:15:00,14.25,98.0,1012.96
2026-08-05 03:30:00,14.87,98.0,1012.73
2026-08-05 03:45:00,14.59,98.0,1013.18
2026-08-05 04:00:00,15.17,96.74,1013.08
2026-08-05 04:15:00,14.91,98.0,1013.1
2026-08-05 04:30:00,15.89,95.69,1013.81
2026-08-05 04:45:00,16.04,94.3,1013.45
2026-08-05 05:00:00,16.19,92.35,1013.59
2026-08-05 05:15:00,16.58,93.02,1013.65
2026-08-05 05:30:00,17.19,89.42,1014.3
2026-08-05 05:45:00,17.28,88.52,1013.95
2026-08-05 06:00:00,17.97,88.07,1014.25
2026-08-05 06:15:00,18.02,86.46,1014.4
2026-08-05 06:30:00,18.71,85.46,1014.39
2026-08-05 06:45:00,18.81,83.03,1014.59
2026-08-05 07:00:00,19.24,81.15,1014.58
2026-08-05 07:15:00,19.67,78.93,1015.05
2026-08-05 07:30:00,20.47,77.18,1014.85
2026-08-05 07:45:00,20.63,77.06,1014.91
2026-08-05 08:00:00,21.43,74.71,1014.73
2026-08-05 08:15:00,22.06,73.15,1015.06
2026-08-05 08:30:00,22.64,72.69,1015.3
2026-08-05 08:45:00,22.9,71.3,1015.06
2026-08-05 09:00:00,23.11,68.97,1015.1
2026-08-05 09:15:00,24.03,66.85,1015.38
2026-08-05 09:30:00,24.72,64.08,1015.45
2026-08-05 09:45:00,24.71,62.42,1014.97
2026-08-05 10:00:00,25.13,62.48,1015.01
2026-08-05 10:15:00,25.8,61.09,1015.33
2026-08-05 10:30:00,26.46,60.04,1015.51
2026-08-05 10:45:00,26.35,57.22,1015.44
2026-08-05 11:00:00,26.98,56.41,1015.3
2026-08-05 11:15:00,26.89,55.33,1014.85
2026-08-05 11:30:00,27.21,54.64,1014.95
2026-08-05 11:45:00,27.74,54.26,1014.97
2026-08-05 12:00:00,27.92,52.26,1015.02
2026-08-05 12:15:00,28.09,53.13,1015.16
2026-08-05 12:30:00,28.23,52.41,1014.98
2026-08-05 12:45:00,28.71,49.72,1014.71
2026-08-05 13:00:00,29.08,50.33,1014.72
2026-08-05 13:15:00,28.82,49.56,1014.59
2026-08-05 13:30:00,28.9,48.58,1014.56
2026-08-05 13:45:00,28.68,49.58,1014.22
2026-08-05 14:00:00,29.29,47.64,1014.19
2026-08-05 14:15:00,29.29,49.72,1014.39
2026-08-05 14:30:00,28.66,49.71,1013.85
2026-08-05 14:45:00,28.65,49.3,1013.75
2026-08-05 15:00:00,28.83,49.98,1013.89
2026-08-05 15:15:00,28.46,49.0,1013.87
2026-08-05 15:30:00,28.25,50.31,1013.65
2026-08-05 15:45:00,27.83,52.12,1013.24
2026-08-05 16:00:00,27.76,52.25,1013.48
2026-08-05 16:15:00,27.47,52.57,1012.89
2026-08-05 16:30:00,27.2,53.88,1013.19
2026-08-05 16:45:00,27.39,54.32,1012.92
2026-08-05 17:00:00,27.18,57.89,1012.61
2026-08-05 17:15:00,26.34,56.69,1012.8
2026-08-05 17:30:00,26.37,59.2,1012.69
2026-08-05 17:45:00,25.86,61.55,1012.23
2026-08-05 18:00:00,25.59,61.66,1012.11
2026-08-05 18:15:00,24.52,62.78,1011.94
2026-08-05 18:30:00,24.68,64.77,1011.74
2026-08-05 18:45:00,24.15,67.47,1011.67
2026-08-05 19:00:00,23.35,68.82,1012.08
2026-08-05 19:15:00,23.14,70.77,1011.83
2026-08-05 19:30:00,22.22,70.22,1011.66
2026-08-05 19:45:00,21.74,73.22,1011.62
2026-08-05 20:00:00,21.71,76.29,1011.42
2026-08-05 20:15:00,20.98,77.07,1011.29
2026-08-05 20:30:00,20.74,78.71,1011.37
2026-08-05 20:45:00,19.64,81.34,1011.49
2026-08-05 21:00:00,19.53,82.43,1011.19
2026-08-05 21:15:00,19.01,83.2,1011.22
2026-08-05 21:30:00,18.64,85.06,1011.08
2026-08-05 21:45:00,18.2,85.63,1010.98
2026-08-05 22:00:00,18.15,88.0,1011.2
2026-08-05 22:15:00,17.11,90.03,1011.46
2026-08-05 22:30:00,17.24,91.85,1011.12
2026-08-05 22:45:00,16.41,92.19,1011.18
2026-08-05 23:00:00,16.51,92.81,1011.15
2026-08-05 23:15:00,16.11,95.59,1011.44
2026-08-05 23:30:00,15.17,96.15,1011.45
2026-08-05 23:45:00,15.11,95.93,1011.31
2026-08-06 00:00:00,15.3,96.63,1011.82
2026-08-06 00:15:00,14.99,98.0,1011.64
2026-08-06 00:30:00,15.12,98.0,1011.91
2026-08-06 00:45:00,14.84,98.0,1011.64
2026-08-06 01:00:00,14.49,98.0,1011.86
2026-08-06 01:15:00,14.91,98.0,1012.2
2026-08-06 01:30:00,14.46,98.0,1011.74
2026-08-06 01:45:00,14.1,98.0,1012.18
2026-08-06 02:00:00,14.5,98.0,1012.49
2026-08-06 02:15:00,14.24,98.0,1012.2
2026-08-06 02:30:00,14.3,98.0,1012.23
2026-08-06 02:45:00,14.85,98.0,1012.41
2026-08-06 03:00:00,14.54,98.0,1012.8
2026-08-06 03:15:00,15.1,98.0,1012.71
2026-08-06 03:30:00,14.64,98.0,1012.92
2026-08-06 03:45:00,15.5,96.58,1012.85
2026-08-06 04:00:00,15.5,97.16,1013.15
2026-08-06 04:15:00,15.71,96.3,1013.55
2026-08-06 04:30:00,15.68,95.29,1013.24
2026-08-06 04:45:00,16.54,95.45,1013.92
2026-08-06 05:00:00,16.39,91.53,1013.76
2026-08-06 05:15:00,16.77,91.05,1013.78
2026-08-06 05:30:00,17.39,91.6,1014.16
2026-08-06 05:45:00,17.79,87.84,1014.24
2026-08-06 06:00:00,17.84,87.13,1014.44
2026-08-06 06:15:00,18.83,87.53,1014.58
2026-08-06 06:30:00,18.67,83.55,1014.44
2026-08-06 06:45:00,19.56,83.55,1014.64
2026-08-06 07:00:00,19.65,81.0,1014.51
2026-08-06 07:15:00,20.71,78.43,1014.64
2026-08-06 07:30:00,21.11,77.47,1015.13
2026-08-06 07:45:00,21.31,76.95,1014.67
2026-08-06 08:00:00,22.28,74.62,1015.19
2026-08-06 08:15:00,22.56,72.04,1015.32
2026-08-06 08:30:00,23.17,70.46,1015.21
2026-08-06 08:45:00,23.19,70.75,1015.12
2026-08-06 09:00:00,23.88,67.68,1015.16
2026-08-06 09:15:00,24.3,66.38,1014.96
2026-08-06 09:30:00,24.49,65.93,1014.97
2026-08-06 09:45:00,25.21,61.63,1015.29
2026-08-06 10:00:00,25.89,61.65,1015.28
2026-08-06 10:15:00,25.86,58.99,1015.07
2026-08-06 10:30:00,26.76,58.42,1015.47
2026-08-06 10:45:00,26.99,56.88,1015.47
2026-08-06 11:00:00,27.6,56.78,1014.91
2026-08-06 11:15:00,27.69,53.86,1014.91
2026-08-06 11:30:00,27.74,55.38,1015.26
2026-08-06 11:45:00,28.17,54.16,1014.9
2026-08-06 12:00:00,28.17,52.24,1014.69
2026-08-06 12:15:00,28.86,50.7,1014.63
2026-08-06 12:30:00,28.79,49.51,1014.96
2026-08-06 12:45:00,29.0,48.49,1014.73
2026-08-06 13:00:00,29.31,48.52,1014.43
2026-08-06 13:15:00,29.0,48.79,1014.29
2026-08-06 13:30:00,29.45,49.97,1014.43
2026-08-06 13:45:00,29.58,49.44,1014.25
2026-08-06 14:00:00,29.75,49.88,1014.03
